# Supplementary Table 10. Differentially expressed genes of subsets within major cell lineages
# Differentially expressed genes for each cluster analyzed within each major cell lineage (Cancer epithelial, Normal Epithelial, T-cells, B-cells, Myeloid, CAFs, PVL and Endothelial). Subset level clusters were compared against all other clusters within their major lineage using the MAST method (FindAllMarkers) with a log-scale fold change threshold of 0.25, detected in at least 0.1 of cells in either clusters and genes with a fraction difference of 0.1. Genes were filtered by an adjusted p-value threshold of 0.05. Statistical significance for differential gene expression in MAST69 was determined using the wilcox test, with all p-values adjusted using bonferroni correction.
p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	major lineage
4.58E-128	0.35271179	0.422	0.237	1.36E-123	Cancer Basal SC	HLA-DRB1	Cancer Epithelial
1.02E-187	0.35109373	0.625	0.46	3.04E-183	Cancer Basal SC	EBPL	Cancer Epithelial
5.97E-144	0.348896997	0.569	0.383	1.78E-139	Cancer Basal SC	CDC123	Cancer Epithelial
2.91E-197	0.348398869	0.385	0.174	8.65E-193	Cancer Basal SC	TMEM45A	Cancer Epithelial
6.64E-223	0.347523015	0.298	0.102	1.97E-218	Cancer Basal SC	GBP1	Cancer Epithelial
8.19E-146	0.344582727	0.76	0.644	2.43E-141	Cancer Basal SC	PNRC1	Cancer Epithelial
9.41E-300	0.336873705	0.331	0.095	2.80E-295	Cancer Basal SC	SPHK1	Cancer Epithelial
7.69E-106	0.336100262	0.652	0.488	2.29E-101	Cancer Basal SC	NGFRAP1	Cancer Epithelial
3.55E-124	0.330704436	0.673	0.56	1.06E-119	Cancer Basal SC	TXNL1	Cancer Epithelial
6.14E-131	0.330690383	0.593	0.417	1.83E-126	Cancer Basal SC	PSMB8	Cancer Epithelial
3.14E-130	0.329320082	0.6	0.421	9.34E-126	Cancer Basal SC	C6orf48	Cancer Epithelial
2.05E-120	0.324981719	0.756	0.63	6.09E-116	Cancer Basal SC	AP2M1	Cancer Epithelial
1.60E-134	0.324040303	0.145	0.037	4.75E-130	Cancer Basal SC	AKR1C2	Cancer Epithelial
6.85E-240	0.323397874	0.274	0.101	2.04E-235	Cancer Basal SC	PLEKHB1	Cancer Epithelial
9.23E-295	0.322671463	0.308	0.085	2.74E-290	Cancer Basal SC	MRAS	Cancer Epithelial
3.89E-73	0.322417925	0.237	0.133	1.16E-68	Cancer Basal SC	MT1E	Cancer Epithelial
4.80E-124	0.321960916	0.675	0.53	1.43E-119	Cancer Basal SC	MDH1	Cancer Epithelial
5.06E-156	0.320257731	0.462	0.305	1.50E-151	Cancer Basal SC	FAM60A	Cancer Epithelial
3.54E-139	0.320086287	0.638	0.51	1.05E-134	Cancer Basal SC	LMAN1	Cancer Epithelial
3.43E-169	0.31829089	0.811	0.684	1.02E-164	Cancer Basal SC	EIF3E	Cancer Epithelial
2.45E-111	0.315584569	0.394	0.254	7.27E-107	Cancer Basal SC	RNF187	Cancer Epithelial
1.15E-78	0.315437257	0.734	0.6	3.42E-74	Cancer Basal SC	MDK	Cancer Epithelial
1.00E-207	0.312246096	0.192	0.046	2.98E-203	Cancer Basal SC	HLA-DQA2	Cancer Epithelial
4.43E-259	0.310683226	0.34	0.127	1.32E-254	Cancer Basal SC	TPT1-AS1	Cancer Epithelial
4.50E-144	0.31045552	0.596	0.41	1.34E-139	Cancer Basal SC	GSN	Cancer Epithelial
5.43E-166	0.30753312	0.553	0.34	1.62E-161	Cancer Basal SC	UBE2E3	Cancer Epithelial
8.39E-167	0.307169604	0.545	0.354	2.50E-162	Cancer Basal SC	CMAS	Cancer Epithelial
4.19E-209	0.306468398	0.244	0.077	1.25E-204	Cancer Basal SC	PLTP	Cancer Epithelial
1.09E-235	0.305956902	0.275	0.08	3.23E-231	Cancer Basal SC	MAP1B	Cancer Epithelial
5.85E-164	0.305498688	0.167	0.045	1.74E-159	Cancer Basal SC	TGFBI	Cancer Epithelial
2.40E-300	0.303546092	0.306	0.086	7.13E-296	Cancer Basal SC	SESN3	Cancer Epithelial
1.93E-149	0.30298488	0.32	0.145	5.75E-145	Cancer Basal SC	NMB	Cancer Epithelial
9.71E-164	0.30270518	0.249	0.088	2.89E-159	Cancer Basal SC	CSTA	Cancer Epithelial
1.63E-127	0.302142978	0.745	0.59	4.84E-123	Cancer Basal SC	PSMB2	Cancer Epithelial
2.95E-131	0.301717965	0.784	0.679	8.77E-127	Cancer Basal SC	RPL17	Cancer Epithelial
2.75E-218	0.300187745	0.276	0.087	8.18E-214	Cancer Basal SC	AKR1B1	Cancer Epithelial
6.77E-181	0.299056781	0.474	0.265	2.01E-176	Cancer Basal SC	TM7SF3	Cancer Epithelial
1.04E-191	0.298991408	0.34	0.15	3.09E-187	Cancer Basal SC	HLA-F	Cancer Epithelial
1.95E-109	0.298068943	0.804	0.698	5.79E-105	Cancer Basal SC	VDAC2	Cancer Epithelial
1.68E-204	0.297726235	0.225	0.061	5.00E-200	Cancer Basal SC	AQP5	Cancer Epithelial
1.29E-184	0.296772657	0.454	0.229	3.82E-180	Cancer Basal SC	NCOA7	Cancer Epithelial
2.88E-124	0.294434793	0.702	0.569	8.58E-120	Cancer Basal SC	EIF3M	Cancer Epithelial
5.77E-200	0.294327478	0.415	0.197	1.71E-195	Cancer Basal SC	SVIL	Cancer Epithelial
1.25E-149	0.293993045	0.616	0.449	3.72E-145	Cancer Basal SC	ARMC10	Cancer Epithelial
2.63E-113	0.291074499	0.42	0.26	7.83E-109	Cancer Basal SC	PLEKHA1	Cancer Epithelial
1.85E-133	0.288562039	0.256	0.108	5.51E-129	Cancer Basal SC	RP11-49I11.1	Cancer Epithelial
1.47E-113	0.287357272	0.773	0.618	4.36E-109	Cancer Basal SC	GLTSCR2	Cancer Epithelial
2.26E-119	0.287116012	0.697	0.549	6.71E-115	Cancer Basal SC	RBM17	Cancer Epithelial
1.53E-178	0.286556164	0.378	0.177	4.54E-174	Cancer Basal SC	ODC1	Cancer Epithelial
1.74E-150	0.285561334	0.288	0.129	5.19E-146	Cancer Basal SC	GBP2	Cancer Epithelial
9.30E-277	0.284671239	0.343	0.113	2.76E-272	Cancer Basal SC	CDK6	Cancer Epithelial
4.65E-229	0.284350918	0.183	0.035	1.38E-224	Cancer Basal SC	C2orf40	Cancer Epithelial
3.45E-100	0.281322592	0.744	0.63	1.03E-95	Cancer Basal SC	MTCH1	Cancer Epithelial
7.22E-249	0.280723651	0.188	0.033	2.15E-244	Cancer Basal SC	MIA	Cancer Epithelial
1.42E-81	0.280452491	0.228	0.127	4.22E-77	Cancer Basal SC	EFEMP1	Cancer Epithelial
6.44E-172	0.278687699	0.301	0.122	1.91E-167	Cancer Basal SC	SDC2	Cancer Epithelial
4.77E-69	0.27814041	0.634	0.505	1.42E-64	Cancer Basal SC	EIF3D	Cancer Epithelial
5.58E-189	0.273584626	0.296	0.11	1.66E-184	Cancer Basal SC	UPP1	Cancer Epithelial
3.31E-119	0.271774597	0.497	0.321	9.83E-115	Cancer Basal SC	ST3GAL4	Cancer Epithelial
2.90E-175	0.271060263	0.458	0.248	8.63E-171	Cancer Basal SC	DERA	Cancer Epithelial
1.52E-201	0.270265394	0.317	0.121	4.51E-197	Cancer Basal SC	PFKP	Cancer Epithelial
2.38E-186	0.269501599	0.237	0.075	7.09E-182	Cancer Basal SC	PRKCDBP	Cancer Epithelial
1.62E-107	0.269084937	0.29	0.185	4.83E-103	Cancer Basal SC	FBXO2	Cancer Epithelial
1.04E-117	0.267725431	0.358	0.195	3.08E-113	Cancer Basal SC	WWTR1	Cancer Epithelial
6.75E-150	0.266648561	0.468	0.268	2.01E-145	Cancer Basal SC	RSU1	Cancer Epithelial
1.04E-145	0.26614068	0.469	0.283	3.10E-141	Cancer Basal SC	BID	Cancer Epithelial
1.92E-116	0.265872567	0.679	0.523	5.72E-112	Cancer Basal SC	NUTF2	Cancer Epithelial
3.77E-155	0.26120337	0.575	0.366	1.12E-150	Cancer Basal SC	HTATIP2	Cancer Epithelial
3.48E-133	0.260689217	0.591	0.397	1.04E-128	Cancer Basal SC	GLRX3	Cancer Epithelial
5.74E-108	0.260434705	0.228	0.127	1.71E-103	Cancer Basal SC	PLOD2	Cancer Epithelial
6.20E-108	0.260367053	0.578	0.418	1.84E-103	Cancer Basal SC	FAM136A	Cancer Epithelial
4.83E-109	0.260169672	0.365	0.203	1.44E-104	Cancer Basal SC	PLAUR	Cancer Epithelial
2.61E-141	0.259761153	0.465	0.271	7.77E-137	Cancer Basal SC	CEP57	Cancer Epithelial
1.53E-90	0.259652903	0.647	0.526	4.54E-86	Cancer Basal SC	STOML2	Cancer Epithelial
2.35E-126	0.258177217	0.523	0.335	6.98E-122	Cancer Basal SC	PABPC4	Cancer Epithelial
2.59E-64	0.258054341	0.244	0.14	7.71E-60	Cancer Basal SC	NNMT	Cancer Epithelial
1.55E-112	0.256048929	0.658	0.532	4.60E-108	Cancer Basal SC	FAM96B	Cancer Epithelial
1.60E-118	0.255790613	0.592	0.421	4.76E-114	Cancer Basal SC	PSMD7	Cancer Epithelial
1.99E-149	0.254031831	0.465	0.288	5.93E-145	Cancer Basal SC	CCDC91	Cancer Epithelial
5.25E-163	0.253424736	0.521	0.309	1.56E-158	Cancer Basal SC	FNTA	Cancer Epithelial
4.64E-180	0.252262365	0.443	0.233	1.38E-175	Cancer Basal SC	NOB1	Cancer Epithelial
1.28E-55	0.252136992	0.487	0.375	3.80E-51	Cancer Basal SC	PGD	Cancer Epithelial
6.49E-105	0.25165447	0.21	0.098	1.93E-100	Cancer Basal SC	NREP	Cancer Epithelial
2.94E-298	0.25133516	0.281	0.068	8.73E-294	Cancer Basal SC	CASC15	Cancer Epithelial
2.70E-288	0.251237851	0.274	0.067	8.02E-284	Cancer Basal SC	GLIPR2	Cancer Epithelial
9.80E-154	0.250781284	0.457	0.262	2.91E-149	Cancer Basal SC	KARS	Cancer Epithelial
0	2.147062019	0.769	0.244	0	Cancer LumA SC	SCGB2A2	Cancer Epithelial
0	1.795532102	0.819	0.163	0	Cancer LumA SC	PIP	Cancer Epithelial
0	1.785015565	0.643	0.159	0	Cancer LumA SC	SCGB1D2	Cancer Epithelial
0	1.674773017	0.424	0.091	0	Cancer LumA SC	TFF1	Cancer Epithelial
0	1.6279492	0.834	0.396	0	Cancer LumA SC	BTG2	Cancer Epithelial
0	1.454844652	0.553	0.131	0	Cancer LumA SC	SCGB2A1	Cancer Epithelial
0	1.359145724	0.577	0.181	0	Cancer LumA SC	S100A1	Cancer Epithelial
0	1.219354987	0.886	0.688	0	Cancer LumA SC	ZFP36	Cancer Epithelial
0	1.191272782	0.907	0.715	0	Cancer LumA SC	ELF3	Cancer Epithelial
0	1.190569297	0.789	0.494	0	Cancer LumA SC	EFNA1	Cancer Epithelial
0	1.135839802	0.392	0.139	0	Cancer LumA SC	GDF15	Cancer Epithelial
0	1.108970117	0.698	0.375	0	Cancer LumA SC	CLU	Cancer Epithelial
0	1.089819942	0.836	0.555	0	Cancer LumA SC	PYCARD	Cancer Epithelial
0	1.078406512	0.793	0.295	0	Cancer LumA SC	MUC1	Cancer Epithelial
0	1.07346977	0.858	0.461	0	Cancer LumA SC	S100A14	Cancer Epithelial
0	1.065365338	0.503	0.14	0	Cancer LumA SC	C15orf48	Cancer Epithelial
0	1.025887981	0.847	0.487	0	Cancer LumA SC	SH3BGRL	Cancer Epithelial
0	1.024719311	0.887	0.574	0	Cancer LumA SC	S100A13	Cancer Epithelial
0	1.012776492	0.721	0.344	0	Cancer LumA SC	GPRC5A	Cancer Epithelial
0	1.000125463	0.833	0.692	0	Cancer LumA SC	DNAJB1	Cancer Epithelial
0	0.985009569	0.89	0.636	0	Cancer LumA SC	NBEAL1	Cancer Epithelial
0	0.982182952	0.811	0.567	0	Cancer LumA SC	FOSB	Cancer Epithelial
0	0.980274116	0.895	0.791	0	Cancer LumA SC	FOS	Cancer Epithelial
0	0.979891541	0.397	0.062	0	Cancer LumA SC	PYDC1	Cancer Epithelial
0	0.977931934	0.731	0.505	0	Cancer LumA SC	GADD45B	Cancer Epithelial
0	0.96568036	0.803	0.607	0	Cancer LumA SC	HSPA1B	Cancer Epithelial
0	0.955290444	0.381	0.14	0	Cancer LumA SC	LTF	Cancer Epithelial
0	0.936235721	0.852	0.724	0	Cancer LumA SC	HSPA1A	Cancer Epithelial
0	0.932560964	0.889	0.753	0	Cancer LumA SC	CLDN4	Cancer Epithelial
0	0.920224259	0.847	0.357	0	Cancer LumA SC	ADIRF	Cancer Epithelial
0	0.912165493	0.681	0.479	0	Cancer LumA SC	NR4A1	Cancer Epithelial
0	0.90340604	0.705	0.41	0	Cancer LumA SC	DUSP4	Cancer Epithelial
0	0.901742164	0.945	0.707	0	Cancer LumA SC	RHOB	Cancer Epithelial
0	0.899720382	0.887	0.67	0	Cancer LumA SC	GLUL	Cancer Epithelial
8.06E-255	0.887359763	0.268	0.102	2.40E-250	Cancer LumA SC	HSPA6	Cancer Epithelial
0	0.8640854	0.88	0.428	0	Cancer LumA SC	AGR2	Cancer Epithelial
0	0.850140839	0.778	0.511	0	Cancer LumA SC	BHLHE40	Cancer Epithelial
0	0.847512135	0.477	0.076	0	Cancer LumA SC	SCGB3A1	Cancer Epithelial
0	0.842595822	0.959	0.71	0	Cancer LumA SC	AZGP1	Cancer Epithelial
0	0.841360683	0.441	0.197	0	Cancer LumA SC	AP000769.1	Cancer Epithelial
0	0.840760453	0.918	0.791	0	Cancer LumA SC	JUNB	Cancer Epithelial
0	0.838816289	0.579	0.213	0	Cancer LumA SC	SLC40A1	Cancer Epithelial
0	0.827678374	0.785	0.25	0	Cancer LumA SC	ANKRD30A	Cancer Epithelial
0	0.826049901	0.956	0.783	0	Cancer LumA SC	HSPB1	Cancer Epithelial
0	0.810384933	0.405	0.183	0	Cancer LumA SC	RASD1	Cancer Epithelial
0	0.800490817	0.495	0.236	0	Cancer LumA SC	IFITM1	Cancer Epithelial
0	0.79083583	0.327	0.059	0	Cancer LumA SC	MS4A7	Cancer Epithelial
0	0.789910509	0.87	0.68	0	Cancer LumA SC	AC090498.1	Cancer Epithelial
0	0.786759189	0.352	0.194	0	Cancer LumA SC	CA2	Cancer Epithelial
0	0.782827823	0.804	0.63	0	Cancer LumA SC	CLDN3	Cancer Epithelial
0	0.780381079	0.901	0.777	0	Cancer LumA SC	IER2	Cancer Epithelial
0	0.767207497	0.85	0.608	0	Cancer LumA SC	MT-ATP8	Cancer Epithelial
0	0.762587652	0.716	0.456	0	Cancer LumA SC	NME2	Cancer Epithelial
0	0.752892588	0.576	0.192	0	Cancer LumA SC	ESR1	Cancer Epithelial
0	0.751470952	0.362	0.054	0	Cancer LumA SC	SHISA2	Cancer Epithelial
0	0.742427978	0.825	0.544	0	Cancer LumA SC	GABARAP	Cancer Epithelial
0	0.740906437	0.557	0.343	0	Cancer LumA SC	MAFF	Cancer Epithelial
0	0.731090487	0.588	0.333	0	Cancer LumA SC	KLF4	Cancer Epithelial
0	0.727790736	0.514	0.26	0	Cancer LumA SC	SSFA2	Cancer Epithelial
0	0.726800818	0.633	0.245	0	Cancer LumA SC	WFDC2	Cancer Epithelial
0	0.726356437	0.784	0.499	0	Cancer LumA SC	TRPS1	Cancer Epithelial
0	0.722408911	0.676	0.372	0	Cancer LumA SC	TFF3	Cancer Epithelial
0	0.721445934	0.929	0.764	0	Cancer LumA SC	CYB5A	Cancer Epithelial
0	0.716437004	0.507	0.223	0	Cancer LumA SC	NUPR2	Cancer Epithelial
0	0.711743472	0.722	0.379	0	Cancer LumA SC	DEGS2	Cancer Epithelial
0	0.707129912	0.893	0.786	0	Cancer LumA SC	JUN	Cancer Epithelial
0	0.705272084	0.65	0.512	0	Cancer LumA SC	ATF3	Cancer Epithelial
0	0.691803431	0.917	0.749	0	Cancer LumA SC	ZFP36L1	Cancer Epithelial
0	0.685692346	0.778	0.555	0	Cancer LumA SC	TOB1	Cancer Epithelial
0	0.679019843	0.324	0.085	0	Cancer LumA SC	NAT1	Cancer Epithelial
0	0.678578071	0.89	0.629	0	Cancer LumA SC	SELM	Cancer Epithelial
0	0.675272904	0.774	0.419	0	Cancer LumA SC	TIMP1	Cancer Epithelial
0	0.670152677	0.719	0.3	0	Cancer LumA SC	IFITM2	Cancer Epithelial
0	0.655944067	0.862	0.544	0	Cancer LumA SC	SMIM22	Cancer Epithelial
0	0.654866551	0.635	0.439	0	Cancer LumA SC	SERTAD1	Cancer Epithelial
0	0.652778869	0.309	0.074	0	Cancer LumA SC	SUSD3	Cancer Epithelial
0	0.651014185	0.965	0.815	0	Cancer LumA SC	TSTD1	Cancer Epithelial
0	0.644927596	0.777	0.66	0	Cancer LumA SC	IER3	Cancer Epithelial
0	0.64381615	0.677	0.382	0	Cancer LumA SC	SCCPDH	Cancer Epithelial
0	0.636702152	0.825	0.519	0	Cancer LumA SC	GATA3	Cancer Epithelial
0	0.630322511	0.414	0.107	0	Cancer LumA SC	KRT23	Cancer Epithelial
0	0.62534447	0.505	0.188	0	Cancer LumA SC	CSRNP1	Cancer Epithelial
0	0.625295868	0.918	0.768	0	Cancer LumA SC	SPCS1	Cancer Epithelial
0	0.620390038	0.749	0.449	0	Cancer LumA SC	BCAM	Cancer Epithelial
0	0.618517534	0.785	0.446	0	Cancer LumA SC	MLPH	Cancer Epithelial
0	0.615504414	0.602	0.287	0	Cancer LumA SC	CA12	Cancer Epithelial
0	0.612821874	0.578	0.415	0	Cancer LumA SC	IRF1	Cancer Epithelial
1.02E-267	0.611076752	0.27	0.123	3.02E-263	Cancer LumA SC	NPW	Cancer Epithelial
0	0.603593251	0.651	0.44	0	Cancer LumA SC	ELOVL5	Cancer Epithelial
0	0.601464681	0.376	0.102	0	Cancer LumA SC	CYP4Z1	Cancer Epithelial
0	0.600658943	0.666	0.411	0	Cancer LumA SC	JUND	Cancer Epithelial
0	0.597121189	0.895	0.614	0	Cancer LumA SC	MTRNR2L12	Cancer Epithelial
0	0.58754735	0.991	0.879	0	Cancer LumA SC	MT-ND3	Cancer Epithelial
0	0.587357395	0.267	0.068	0	Cancer LumA SC	PLAT	Cancer Epithelial
0	0.582452538	0.645	0.4	0	Cancer LumA SC	TP53TG1	Cancer Epithelial
0	0.58035786	0.767	0.582	0	Cancer LumA SC	ASAH1	Cancer Epithelial
2.34E-140	0.578192342	0.338	0.222	6.95E-136	Cancer LumA SC	CFD	Cancer Epithelial
0	0.574338942	0.738	0.572	0	Cancer LumA SC	MCL1	Cancer Epithelial
0	0.573716505	0.695	0.28	0	Cancer LumA SC	XIST	Cancer Epithelial
0	0.571747277	0.774	0.556	0	Cancer LumA SC	SMIM14	Cancer Epithelial
0	0.56930157	0.445	0.227	0	Cancer LumA SC	YPEL2	Cancer Epithelial
0	0.566009083	0.8	0.606	0	Cancer LumA SC	CD46	Cancer Epithelial
0	0.558530166	0.686	0.434	0	Cancer LumA SC	PBX1	Cancer Epithelial
0	0.557428691	0.652	0.291	0	Cancer LumA SC	LRRC26	Cancer Epithelial
0	0.551793123	0.618	0.397	0	Cancer LumA SC	TCEAL3	Cancer Epithelial
0	0.55168268	0.468	0.268	0	Cancer LumA SC	TIPARP	Cancer Epithelial
0	0.550340361	0.394	0.144	0	Cancer LumA SC	CYP4X1	Cancer Epithelial
0	0.542842522	0.676	0.428	0	Cancer LumA SC	ATP6V0C	Cancer Epithelial
0	0.541455431	0.642	0.397	0	Cancer LumA SC	NET1	Cancer Epithelial
2.69E-243	0.54110146	0.401	0.287	8.01E-239	Cancer LumA SC	FHL2	Cancer Epithelial
0	0.540775861	0.402	0.167	0	Cancer LumA SC	THBS1	Cancer Epithelial
0	0.537949471	0.595	0.346	0	Cancer LumA SC	RAB11FIP1	Cancer Epithelial
0	0.533368779	0.555	0.213	0	Cancer LumA SC	IGFBP4	Cancer Epithelial
0	0.531426479	0.772	0.658	0	Cancer LumA SC	EZR	Cancer Epithelial
4.36E-267	0.522832247	0.267	0.126	1.30E-262	Cancer LumA SC	CCDC74A	Cancer Epithelial
0	0.520947079	0.393	0.217	0	Cancer LumA SC	IER5	Cancer Epithelial
0	0.520935136	0.583	0.427	0	Cancer LumA SC	CMTM6	Cancer Epithelial
0	0.520574753	0.547	0.203	0	Cancer LumA SC	GAMT	Cancer Epithelial
0	0.519971126	0.502	0.307	0	Cancer LumA SC	FOXA1	Cancer Epithelial
0	0.516229597	0.757	0.609	0	Cancer LumA SC	PPP1R15A	Cancer Epithelial
0	0.514981413	0.44	0.121	0	Cancer LumA SC	NTN4	Cancer Epithelial
0	0.513775114	0.58	0.281	0	Cancer LumA SC	CRIP1	Cancer Epithelial
0	0.509564879	0.774	0.261	0	Cancer LumA SC	AGR3	Cancer Epithelial
0	0.508488227	0.796	0.48	0	Cancer LumA SC	ZG16B	Cancer Epithelial
0	0.508300228	0.619	0.4	0	Cancer LumA SC	GNPTG	Cancer Epithelial
0	0.508238213	0.291	0.039	0	Cancer LumA SC	MAOB	Cancer Epithelial
0	0.506826576	0.515	0.367	0	Cancer LumA SC	CTD-3252C9.4	Cancer Epithelial
0	0.506772307	0.339	0.089	0	Cancer LumA SC	IRX2	Cancer Epithelial
0	0.506540421	0.482	0.162	0	Cancer LumA SC	CAPN8	Cancer Epithelial
0	0.502432744	0.381	0.065	0	Cancer LumA SC	FMOD	Cancer Epithelial
0	0.501351971	0.51	0.352	0	Cancer LumA SC	UGDH	Cancer Epithelial
0	0.50049708	0.699	0.539	0	Cancer LumA SC	STAT3	Cancer Epithelial
0	0.498144329	0.525	0.17	0	Cancer LumA SC	C1orf64	Cancer Epithelial
0	0.498123224	0.788	0.631	0	Cancer LumA SC	CLDN7	Cancer Epithelial
0	0.493052455	0.389	0.127	0	Cancer LumA SC	SYTL2	Cancer Epithelial
0	0.49244635	0.516	0.277	0	Cancer LumA SC	GALNT7	Cancer Epithelial
0	0.488306625	0.946	0.786	0	Cancer LumA SC	XBP1	Cancer Epithelial
1.52E-220	0.487088765	0.593	0.463	4.53E-216	Cancer LumA SC	PHLDA2	Cancer Epithelial
0	0.486412995	0.538	0.412	0	Cancer LumA SC	SLC38A2	Cancer Epithelial
0.00E+00	0.484943552	0.465	0.321	4.14E-304	Cancer LumA SC	SEMA3C	Cancer Epithelial
0	0.484906258	0.573	0.407	0	Cancer LumA SC	MIDN	Cancer Epithelial
0	0.482369378	0.295	0.071	0	Cancer LumA SC	SCUBE2	Cancer Epithelial
0	0.4819563	0.418	0.25	0	Cancer LumA SC	PARD6B	Cancer Epithelial
0	0.477315234	0.531	0.295	0	Cancer LumA SC	POLD4	Cancer Epithelial
0	0.475306211	0.791	0.624	0	Cancer LumA SC	GSTK1	Cancer Epithelial
0	0.473033777	0.591	0.38	0	Cancer LumA SC	C1orf21	Cancer Epithelial
4.99006302299659e-321	0.47292799	0.742	0.597	1.48369543862758e-316	Cancer LumA SC	H1F0	Cancer Epithelial
1.85768682836309e-321	0.47285055	0.47	0.349	5.52346024677197e-317	Cancer LumA SC	SOX9	Cancer Epithelial
0	0.471336127	0.613	0.418	0	Cancer LumA SC	RBM47	Cancer Epithelial
0	0.466311149	0.606	0.409	0	Cancer LumA SC	HIST1H2AC	Cancer Epithelial
0	0.464154086	0.427	0.169	0	Cancer LumA SC	KIAA0040	Cancer Epithelial
0	0.462067982	0.748	0.596	0	Cancer LumA SC	SYPL1	Cancer Epithelial
0	0.458302245	0.87	0.753	0	Cancer LumA SC	SARAF	Cancer Epithelial
0	0.451936615	0.661	0.546	0	Cancer LumA SC	PPP1R2	Cancer Epithelial
0	0.450230797	0.297	0.07	0	Cancer LumA SC	PSCA	Cancer Epithelial
0	0.450042722	0.454	0.308	0	Cancer LumA SC	B4GALT1	Cancer Epithelial
0	0.44903589	0.511	0.313	0	Cancer LumA SC	PKIB	Cancer Epithelial
0	0.444350492	0.61	0.481	0	Cancer LumA SC	DNAJC1	Cancer Epithelial
1.22E-234	0.443669432	0.716	0.605	3.63E-230	Cancer LumA SC	IFITM3	Cancer Epithelial
0	0.442314491	0.443	0.235	0	Cancer LumA SC	CYBRD1	Cancer Epithelial
0	0.437542388	0.479	0.186	0	Cancer LumA SC	AQP3	Cancer Epithelial
0	0.43692128	0.682	0.448	0	Cancer LumA SC	CRACR2B	Cancer Epithelial
0	0.434640177	0.453	0.256	0	Cancer LumA SC	GALNT6	Cancer Epithelial
8.13E-221	0.434221876	0.129	0.023	2.42E-216	Cancer LumA SC	CTA-392E5.1	Cancer Epithelial
0	0.431948613	0.532	0.379	0	Cancer LumA SC	SMG1	Cancer Epithelial
3.48E-213	0.429347414	0.153	0.04	1.03E-208	Cancer LumA SC	MUC6	Cancer Epithelial
1.22E-197	0.426663642	0.285	0.398	3.62E-193	Cancer LumA SC	IFI6	Cancer Epithelial
0	0.426329928	0.843	0.529	0	Cancer LumA SC	CRABP2	Cancer Epithelial
0	0.424794544	0.945	0.815	0	Cancer LumA SC	MT-ND4L	Cancer Epithelial
5.5109690563989e-312	0.424753036	0.476	0.243	1.64E-307	Cancer LumA SC	TBC1D9	Cancer Epithelial
0	0.423307767	0.665	0.531	0	Cancer LumA SC	WSB1	Cancer Epithelial
0	0.422814416	0.797	0.677	0	Cancer LumA SC	KRTCAP2	Cancer Epithelial
0	0.417883175	0.721	0.541	0	Cancer LumA SC	NPDC1	Cancer Epithelial
0	0.416811798	0.558	0.424	0	Cancer LumA SC	LRRFIP2	Cancer Epithelial
0	0.41681053	0.612	0.455	0	Cancer LumA SC	CERS2	Cancer Epithelial
0	0.415451046	0.543	0.371	0	Cancer LumA SC	FOXP1	Cancer Epithelial
0	0.414871899	0.404	0.178	0	Cancer LumA SC	C4orf32	Cancer Epithelial
0	0.413841321	0.842	0.719	0	Cancer LumA SC	FIS1	Cancer Epithelial
0	0.412269177	0.836	0.734	0	Cancer LumA SC	TMEM219	Cancer Epithelial
0	0.412266065	0.582	0.457	0	Cancer LumA SC	DDX3X	Cancer Epithelial
0	0.411762795	0.407	0.17	0	Cancer LumA SC	RALGPS2	Cancer Epithelial
0	0.411699939	0.524	0.372	0	Cancer LumA SC	TRIB1	Cancer Epithelial
8.12E-301	0.408477231	0.341	0.158	2.42E-296	Cancer LumA SC	RND1	Cancer Epithelial
2.36E-128	0.4082033	0.451	0.337	7.02E-124	Cancer LumA SC	CDKN1A	Cancer Epithelial
1.20E-177	0.407110298	0.156	0.051	3.57E-173	Cancer LumA SC	PHGR1	Cancer Epithelial
0	0.406185025	0.557	0.313	0	Cancer LumA SC	GPR160	Cancer Epithelial
0	0.404254259	0.567	0.391	0	Cancer LumA SC	TMEM50B	Cancer Epithelial
2.12E-245	0.404179828	0.287	0.149	6.29E-241	Cancer LumA SC	ICAM1	Cancer Epithelial
0	0.402488637	0.798	0.683	0	Cancer LumA SC	NME3	Cancer Epithelial
0	0.398499841	0.948	0.773	0	Cancer LumA SC	NEAT1	Cancer Epithelial
6.53E-269	0.397028769	0.329	0.195	1.94E-264	Cancer LumA SC	KLF2	Cancer Epithelial
0	0.39610286	0.463	0.199	0	Cancer LumA SC	TNNT1	Cancer Epithelial
0	0.396021104	0.605	0.455	0	Cancer LumA SC	KDM5B	Cancer Epithelial
0	0.395868631	0.807	0.639	0	Cancer LumA SC	CD164	Cancer Epithelial
0	0.395510162	0.409	0.206	0	Cancer LumA SC	CTD-2336O2.1	Cancer Epithelial
0	0.394775367	0.526	0.232	0	Cancer LumA SC	HOXB2	Cancer Epithelial
0	0.391840179	0.489	0.345	0	Cancer LumA SC	SERTAD3	Cancer Epithelial
0	0.388632094	0.424	0.23	0	Cancer LumA SC	SHROOM3	Cancer Epithelial
0	0.386649005	0.557	0.373	0	Cancer LumA SC	ERBB3	Cancer Epithelial
0	0.385182643	0.394	0.238	0	Cancer LumA SC	WEE1	Cancer Epithelial
0	0.381080599	0.444	0.299	0	Cancer LumA SC	NBPF14	Cancer Epithelial
